sku,categoria,subcategoria,tienda,demanda_promedio,desviacion_demanda,ventas_totales,precio_promedio,costo_unitario,precio_venta,lead_time,stock_actual,stock_seguridad,stock_en_transito,margen_promedio
HM000019,Abrigos,Premium,TIENDA007,1.5323529411764707,0.8495081305412155,521,95.1,7.6899999999999995,45.77,7.0,,,,38.080000000000005
HM000019,Abrigos,Premium,TIENDA008,1.518181818181818,0.9165663907238728,501,95.1,7.69,45.77,7.0,,,,38.080000000000005
HM000019,Abrigos,Premium,TIENDA009,1.5226586102719033,0.8713974503251742,504,95.1,7.690000000000001,45.77,7.0,,,,38.080000000000005
HM000019,Abrigos,Premium,TIENDA010,1.6234939759036144,1.0044263772898563,539,95.1,7.6899999999999995,45.77,7.0,,,,38.080000000000005
HM000020,Abrigos,Basico,TIENDA001,1.6728971962616823,1.0733333091464947,537,68.43,11.57,96.6,7.0,48.0,23.0,19.0,85.03
HM000020,Abrigos,Basico,TIENDA002,1.7431192660550459,1.180649216160984,570,68.43,11.57,96.6,7.0,39.0,21.0,1.0,85.03
HM000020,Abrigos,Basico,TIENDA003,1.7424242424242424,1.2989428254731643,575,68.43,11.57,96.6,7.0,26.0,19.0,12.0,85.03
HM000020,Abrigos,Basico,TIENDA004,1.6687116564417177,1.0615240986368544,544,68.43,11.57,96.6,7.0,73.0,19.0,1.0,85.03
HM000020,Abrigos,Basico,TIENDA005,1.6608187134502923,1.1946299329567416,568,68.43,11.57,96.6,7.0,25.0,13.0,10.0,85.03
HM000020,Abrigos,Basico,TIENDA006,1.715568862275449,1.146844530931124,573,68.43,11.57,96.6,7.0,99.0,18.0,34.0,85.03
HM000020,Abrigos,Basico,TIENDA007,1.5375,1.0008616977040508,492,68.43,11.57,96.6,7.0,,,,85.03
HM000020,Abrigos,Basico,TIENDA008,1.6923076923076923,1.2585887271247838,550,68.43,11.57,96.6,7.0,,,,85.03
HM000020,Abrigos,Basico,TIENDA009,1.5512048192771084,0.9394501156824977,515,68.43,11.57,96.6,7.0,,,,85.03
HM000020,Abrigos,Basico,TIENDA010,1.631578947368421,0.9766813735266582,527,68.43,11.57,96.6,7.0,,,,85.03
HM000021,Accesorios,Temporada,TIENDA001,1.5766871165644172,1.089223890364694,514,15.46,8.48,30.49,7.0,34.0,24.0,46.0,22.01
HM000021,Accesorios,Temporada,TIENDA002,1.6554878048780488,1.2440317728412698,543,15.46,8.48,30.49,7.0,73.0,21.0,48.0,22.01
HM000021,Accesorios,Temporada,TIENDA003,1.6280487804878048,1.278643622919522,534,15.46,8.48,30.49,7.0,29.0,20.0,9.0,22.01
HM000021,Accesorios,Temporada,TIENDA004,1.643076923076923,1.1091606812829617,534,15.46,8.48,30.49,7.0,99.0,23.0,11.0,22.01
HM000021,Accesorios,Temporada,TIENDA005,1.6832298136645962,1.0904419650345345,542,15.459999999999999,8.48,30.489999999999995,7.0,34.0,19.0,33.0,22.01
HM000021,Accesorios,Temporada,TIENDA006,1.7737003058103975,1.1474883516924455,580,15.46,8.48,30.49,7.0,9.0,20.0,27.0,22.01
HM000021,Accesorios,Temporada,TIENDA007,1.7574850299401197,1.2797290997880344,587,15.46,8.48,30.49,7.0,,,,22.01
HM000021,Accesorios,Temporada,TIENDA008,1.7560975609756098,1.309209679286149,576,15.46,8.48,30.49,7.0,,,,22.01
HM000021,Accesorios,Temporada,TIENDA009,1.6555891238670695,1.104724235603545,548,15.46,8.48,30.489999999999995,7.0,,,,22.01
HM000021,Accesorios,Temporada,TIENDA010,1.7103658536585367,1.1619407419314138,561,15.46,8.48,30.49,7.0,,,,22.01
HM000022,Vestidos,Basico,TIENDA001,1.7590361445783131,1.3015478718579505,584,50.4,25.139999999999997,48.83,7.0,88.0,20.0,31.0,23.69
HM000022,Vestidos,Basico,TIENDA002,1.6656626506024097,1.096394191985776,553,50.4,25.139999999999997,48.83,7.0,58.0,20.0,8.0,23.69
HM000022,Vestidos,Basico,TIENDA003,1.7379518072289157,1.403708733730329,577,50.4,25.139999999999997,48.83,7.0,94.0,18.0,18.0,23.69
HM000022,Vestidos,Basico,TIENDA004,1.5856697819314642,0.9583417986894163,509,50.4,25.14,48.83,7.0,44.0,21.0,48.0,23.69
HM000022,Vestidos,Basico,TIENDA005,1.5415384615384615,0.9729191641164399,501,50.4,25.14,48.83,7.0,51.0,18.0,48.0,23.69
HM000022,Vestidos,Basico,TIENDA006,1.6114457831325302,0.9691253508665089,535,50.4,25.139999999999997,48.83,7.0,37.0,10.0,30.0,23.69
HM000022,Vestidos,Basico,TIENDA007,1.8303571428571428,1.381466187531244,615,50.39999999999999,25.140000000000004,48.830000000000005,7.0,,,,23.69
HM000022,Vestidos,Basico,TIENDA008,1.6978193146417446,1.2496105312259411,545,50.4,25.14,48.83,7.0,,,,23.69
HM000022,Vestidos,Basico,TIENDA009,1.7071651090342679,1.1838411003081521,548,50.4,25.14,48.83,7.0,,,,23.69
HM000022,Vestidos,Basico,TIENDA010,1.6596385542168675,1.1136873739283624,551,50.4,25.139999999999997,48.83,7.0,,,,23.69
HM000023,Pantalones,Basico,TIENDA001,1.6174698795180722,1.1456191016119768,537,56.13,32.71,25.509999999999998,7.0,4.0,16.0,32.0,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA002,1.684375,1.2951826283394754,539,56.13000000000001,32.71,25.51,7.0,57.0,19.0,25.0,-7.2
HM000023,Pantalones,Basico,TIENDA003,1.5873493975903614,1.102683992045697,527,56.13,32.71,25.509999999999998,7.0,70.0,16.0,47.0,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA004,1.6873065015479876,1.279821848841183,545,56.13,32.71,25.510000000000005,7.0,87.0,20.0,21.0,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA005,1.7643504531722054,1.4008864459284909,584,56.13000000000001,32.71,25.510000000000005,7.0,77.0,16.0,31.0,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA006,1.6850152905198776,1.2612154218278016,551,56.13000000000001,32.71,25.51,7.0,27.0,17.0,14.0,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA007,1.804953560371517,1.2192962972836348,583,56.13,32.71,25.510000000000005,7.0,,,,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA008,1.7492447129909365,1.3928250245544105,579,56.13000000000001,32.71,25.510000000000005,7.0,,,,-7.199999999999999
HM000023,Pantalones,Basico,TIENDA009,1.7181818181818183,1.2868175549506649,567,56.13,32.71,25.51,7.0,,,,-7.199999999999998
HM000023,Pantalones,Basico,TIENDA010,1.595679012345679,1.1072991024202514,517,56.13000000000001,32.71,25.509999999999998,7.0,,,,-7.199999999999999
HM000024,Camisetas,Basico,TIENDA001,1.680722891566265,1.0660322947699659,558,98.1,20.21,80.55,7.0,19.0,21.0,32.0,60.34
HM000024,Camisetas,Basico,TIENDA002,1.636085626911315,1.0905255523717003,535,98.1,20.21,80.55,7.0,30.0,13.0,23.0,60.34
HM000024,Camisetas,Basico,TIENDA003,1.615625,1.138830003744838,517,98.1,20.21,80.55,7.0,83.0,18.0,26.0,60.34000000000001
HM000024,Camisetas,Basico,TIENDA004,1.7396825396825397,1.331459101282662,548,98.1,20.21,80.55,7.0,34.0,20.0,22.0,60.34
HM000024,Camisetas,Basico,TIENDA005,1.6944444444444444,1.1304263696012153,549,98.1,20.21,80.55,7.0,48.0,23.0,19.0,60.339999999999996
HM000024,Camisetas,Basico,TIENDA006,1.7037037037037037,1.155891565553408,552,98.1,20.21,80.55,7.0,21.0,21.0,41.0,60.339999999999996
HM000024,Camisetas,Basico,TIENDA007,1.7,1.0185214863895027,561,98.1,20.21,80.55,7.0,,,,60.34
HM000024,Camisetas,Basico,TIENDA008,1.6646706586826348,1.1784388229249503,556,98.1,20.21,80.55,7.0,,,,60.34
HM000024,Camisetas,Basico,TIENDA009,1.6067073170731707,1.0698327113538302,527,98.1,20.21,80.55,7.0,,,,60.34
HM000024,Camisetas,Basico,TIENDA010,1.8598130841121496,1.311835056305964,597,98.1,20.21,80.55,7.0,,,,60.339999999999996
HM000025,Abrigos,Temporada,TIENDA001,1.641566265060241,0.9301047362362421,545,33.96,11.93,42.31,7.0,90.0,15.0,46.0,30.380000000000006
HM000025,Abrigos,Temporada,TIENDA002,1.4938271604938271,0.8271470875239435,484,33.96,11.93,42.31,7.0,95.0,28.0,6.0,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA003,1.5335365853658536,0.9443718647020907,503,33.96,11.93,42.31,7.0,4.0,21.0,41.0,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA004,1.5735735735735736,0.9623131135218762,524,33.96,11.93,42.31,7.0,37.0,15.0,20.0,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA005,1.5246913580246915,0.9054401613962998,494,33.96,11.93,42.31,7.0,74.0,22.0,29.0,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA006,1.530674846625767,0.9067155461567228,499,33.96,11.93,42.31,7.0,0.0,17.0,13.0,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA007,1.619047619047619,0.9853222750883891,544,33.96,11.93,42.31,7.0,,,,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA008,1.506060606060606,0.8514030594072471,497,33.96,11.93,42.31,7.0,,,,30.380000000000006
HM000025,Abrigos,Temporada,TIENDA009,1.4969325153374233,0.92735676068364,488,33.96,11.93,42.31,7.0,,,,30.380000000000003
HM000025,Abrigos,Temporada,TIENDA010,1.5169230769230768,0.8446580926311507,493,33.96,11.93,42.31,7.0,,,,30.38
HM000026,Abrigos,Premium,TIENDA001,1.532544378698225,0.8752142795434014,518,87.74,28.549999999999997,53.79,7.0,70.0,17.0,28.0,25.24
HM000026,Abrigos,Premium,TIENDA002,1.476923076923077,0.783859010134017,480,87.74,28.55,53.79,7.0,15.0,19.0,35.0,25.24
HM000026,Abrigos,Premium,TIENDA003,1.4133738601823709,0.7566396245160555,465,87.74,28.55,53.79,7.0,6.0,21.0,39.0,25.24
HM000026,Abrigos,Premium,TIENDA004,1.5077399380804954,0.8574312535229913,487,87.74,28.549999999999997,53.78999999999999,7.0,46.0,24.0,46.0,25.24
HM000026,Abrigos,Premium,TIENDA005,1.4865671641791045,0.8220202079461761,498,87.74,28.55,53.790000000000006,7.0,31.0,24.0,40.0,25.24
HM000026,Abrigos,Premium,TIENDA006,1.476923076923077,0.8185294761484382,480,87.74,28.55,53.79,7.0,64.0,14.0,36.0,25.24
HM000026,Abrigos,Premium,TIENDA007,1.5403726708074534,0.9102653669419174,496,87.74,28.55,53.790000000000006,7.0,,,,25.24
HM000026,Abrigos,Premium,TIENDA008,1.478527607361963,0.8933079290807654,482,87.74,28.550000000000004,53.79,7.0,,,,25.24
HM000026,Abrigos,Premium,TIENDA009,1.5818181818181818,0.909742789213281,522,87.74,28.55,53.79,7.0,,,,25.24
HM000026,Abrigos,Premium,TIENDA010,1.5139318885448916,0.8752768976274509,489,87.74,28.549999999999997,53.78999999999999,7.0,,,,25.24
HM000027,Vestidos,Premium,TIENDA001,1.5308641975308641,0.9120645753180678,496,62.9,19.41,68.52,7.0,70.0,19.0,33.0,49.11
HM000027,Vestidos,Premium,TIENDA002,1.506060606060606,0.9033673560088208,497,62.9,19.41,68.52,7.0,79.0,11.0,10.0,49.11
HM000027,Vestidos,Premium,TIENDA003,1.4847560975609757,0.8385289662139473,487,62.900000000000006,19.41,68.52,7.0,83.0,29.0,0.0,49.11
HM000027,Vestidos,Premium,TIENDA004,1.548780487804878,1.0124900606528748,508,62.900000000000006,19.41,68.52,7.0,89.0,21.0,39.0,49.11
HM000027,Vestidos,Premium,TIENDA005,1.4903846153846154,0.8710623920383925,465,62.9,19.41,68.52,7.0,24.0,15.0,10.0,49.11
HM000027,Vestidos,Premium,TIENDA006,1.6515151515151516,1.0209421752977241,545,62.9,19.41,68.52,7.0,95.0,29.0,27.0,49.11
HM000027,Vestidos,Premium,TIENDA007,1.5105740181268883,0.9057275510756212,500,62.89999999999999,19.41,68.52,7.0,,,,49.11
HM000027,Vestidos,Premium,TIENDA008,1.5405405405405406,0.8585198503481882,513,62.900000000000006,19.41,68.52,7.0,,,,49.11
HM000027,Vestidos,Premium,TIENDA009,1.4174454828660437,0.8102127523372146,455,62.89999999999999,19.41,68.52,7.0,,,,49.11
HM000027,Vestidos,Premium,TIENDA010,1.4324324324324325,0.7717327744041634,477,62.900000000000006,19.41,68.52,7.0,,,,49.11
HM000028,Abrigos,Premium,TIENDA001,1.584097859327217,0.9551881401233023,518,93.59,41.68,87.97,7.0,90.0,22.0,38.0,46.29
HM000028,Abrigos,Premium,TIENDA002,1.4940119760479043,0.8620947042729254,499,93.59,41.68,87.97,7.0,97.0,24.0,45.0,46.29
HM000028,Abrigos,Premium,TIENDA003,1.5522388059701493,0.945895357126411,520,93.59,41.68,87.97,7.0,47.0,18.0,19.0,46.29
HM000028,Abrigos,Premium,TIENDA004,1.4303797468354431,0.7796384070905751,452,93.59,41.68,87.97,7.0,3.0,26.0,41.0,46.29
HM000028,Abrigos,Premium,TIENDA005,1.486322188449848,0.8906500261319562,489,93.59,41.68,87.97,7.0,93.0,19.0,31.0,46.29
HM000028,Abrigos,Premium,TIENDA006,1.4921630094043887,0.8350242107052175,476,93.59,41.68,87.97,7.0,30.0,28.0,9.0,46.29
HM000028,Abrigos,Premium,TIENDA007,1.423780487804878,0.7543847609603342,467,93.59,41.68,87.97,7.0,,,,46.29
HM000028,Abrigos,Premium,TIENDA008,1.5075528700906344,0.9190428450209281,499,93.59,41.68,87.97,7.0,,,,46.29
HM000028,Abrigos,Premium,TIENDA009,1.5356037151702786,0.8675312249836076,496,93.59,41.68,87.97,7.0,,,,46.29
HM000028,Abrigos,Premium,TIENDA010,1.49079754601227,0.8329232906558903,486,93.59,41.68,87.97,7.0,,,,46.29
HM000029,Camisetas,Basico,TIENDA001,1.668693009118541,1.1381514992949404,549,49.94,6.62,43.31,7.0,56.0,15.0,34.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA002,1.607250755287009,1.0371034812739952,532,49.94,6.620000000000001,43.31,7.0,25.0,23.0,9.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA003,1.6307692307692307,1.1885413662541349,530,49.94,6.62,43.31,7.0,83.0,15.0,33.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA004,1.7317073170731707,1.1762042353993518,568,49.94,6.62,43.31,7.0,21.0,30.0,21.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA005,1.7386018237082066,1.2753762678162317,572,49.94,6.62,43.31,7.0,80.0,23.0,10.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA006,1.6477611940298507,1.0388210453961029,552,49.93999999999999,6.619999999999999,43.31,7.0,37.0,26.0,6.0,36.690000000000005
HM000029,Camisetas,Basico,TIENDA007,1.7292993630573248,1.3822129382193844,543,49.94,6.619999999999999,43.31,7.0,,,,36.690000000000005
HM000029,Camisetas,Basico,TIENDA008,1.6930091185410334,1.229705895054274,557,49.94,6.62,43.31,7.0,,,,36.690000000000005
HM000029,Camisetas,Basico,TIENDA009,1.7969230769230768,1.2821145283544928,584,49.94,6.62,43.31,7.0,,,,36.690000000000005
HM000029,Camisetas,Basico,TIENDA010,1.7777777777777777,1.2785440636132257,576,49.94,6.62,43.31,7.0,,,,36.690000000000005
HM000030,Abrigos,Basico,TIENDA001,1.6,0.9972606857687407,528,46.91,44.26,71.58,7.0,25.0,24.0,47.0,27.32
HM000030,Abrigos,Basico,TIENDA002,1.5258358662613982,0.914034201634966,502,46.91,44.26,71.58,7.0,93.0,20.0,22.0,27.32
HM000030,Abrigos,Basico,TIENDA003,1.6515151515151516,1.0589382800355978,545,46.91,44.26,71.58,7.0,53.0,22.0,43.0,27.32
HM000030,Abrigos,Basico,TIENDA004,1.6546546546546546,1.1344619303181667,551,46.91,44.26,71.58,7.0,32.0,13.0,4.0,27.319999999999997
HM000030,Abrigos,Basico,TIENDA005,1.778125,1.2709028151346753,569,46.91,44.26,71.58,7.0,54.0,27.0,11.0,27.32
HM000030,Abrigos,Basico,TIENDA006,1.6411042944785277,1.0912367048501763,535,46.91,44.26,71.58,7.0,37.0,25.0,9.0,27.32
HM000030,Abrigos,Basico,TIENDA007,1.6957831325301205,1.091402955851281,563,46.91,44.26,71.58,7.0,,,,27.32
HM000030,Abrigos,Basico,TIENDA008,1.6426426426426426,1.1146268413262994,547,46.91,44.26,71.58,7.0,,,,27.319999999999997
HM000030,Abrigos,Basico,TIENDA009,1.7,1.1181019522762181,561,46.91,44.26,71.58,7.0,,,,27.32
HM000030,Abrigos,Basico,TIENDA010,1.5619335347432024,1.0378888282525287,517,46.91,44.26,71.58,7.0,,,,27.32
HM000031,Accesorios,Basico,TIENDA001,1.5396341463414633,0.9728497124373747,505,98.94,42.07,95.81,7.0,64.0,15.0,33.0,53.74
HM000031,Accesorios,Basico,TIENDA002,1.674772036474164,1.1128416273254425,551,98.94,42.07,95.81,7.0,30.0,27.0,14.0,53.739999999999995
HM000031,Accesorios,Basico,TIENDA003,1.6287425149700598,1.0251551876314087,544,98.94,42.07,95.81,7.0,77.0,20.0,41.0,53.74
HM000031,Accesorios,Basico,TIENDA004,1.7361963190184049,1.2169481165042866,566,98.94,42.07,95.81,7.0,39.0,26.0,18.0,53.74
HM000031,Accesorios,Basico,TIENDA005,1.6128048780487805,1.0834115043716668,529,98.94,42.07,95.81,7.0,33.0,26.0,49.0,53.74
HM000031,Accesorios,Basico,TIENDA006,1.655786350148368,1.1339868782010551,558,98.94,42.07,95.81,7.0,82.0,18.0,38.0,53.74
HM000031,Accesorios,Basico,TIENDA007,1.7040498442367602,1.1080454853063517,547,98.94,42.07,95.81,7.0,,,,53.74
HM000031,Accesorios,Basico,TIENDA008,1.5670731707317074,0.9618477220959825,514,98.94,42.07,95.81,7.0,,,,53.74
HM000031,Accesorios,Basico,TIENDA009,1.6676737160120847,1.1056934047634368,552,98.94,42.07,95.81,7.0,,,,53.74000000000001
HM000031,Accesorios,Basico,TIENDA010,1.6717791411042944,1.0952770890694694,545,98.94,42.07,95.81,7.0,,,,53.74
HM000032,Vestidos,Basico,TIENDA001,1.4477611940298507,0.7439090410553155,485,74.71,43.38,36.71,7.0,27.0,17.0,22.0,-6.670000000000003
HM000032,Vestidos,Basico,TIENDA002,1.588235294117647,0.9752134566748195,513,74.71,43.38,36.71,7.0,65.0,16.0,2.0,-6.670000000000003
HM000032,Vestidos,Basico,TIENDA003,1.4938271604938271,0.9091683920377218,484,74.71,43.38,36.71,7.0,75.0,18.0,34.0,-6.670000000000001
HM000032,Vestidos,Basico,TIENDA004,1.6085626911314985,0.974987847123933,526,74.71,43.38,36.71,7.0,40.0,13.0,31.0,-6.670000000000002
HM000032,Vestidos,Basico,TIENDA005,1.5365853658536586,0.89093459434797,504,74.71,43.38,36.71,7.0,4.0,21.0,36.0,-6.670000000000002
HM000032,Vestidos,Basico,TIENDA006,1.4617737003058104,0.8163816833600789,478,74.71,43.38,36.71,7.0,19.0,16.0,8.0,-6.670000000000002
HM000032,Vestidos,Basico,TIENDA007,1.4427710843373494,0.7693381048958526,479,74.71,43.38,36.71,7.0,,,,-6.670000000000002
HM000032,Vestidos,Basico,TIENDA008,1.5091463414634145,0.8916406912257716,495,74.71,43.38,36.71,7.0,,,,-6.670000000000002
HM000032,Vestidos,Basico,TIENDA009,1.5123456790123457,0.8919152129037463,490,74.71,43.38,36.71,7.0,,,,-6.670000000000001
HM000032,Vestidos,Basico,TIENDA010,1.4137931034482758,0.7798147464752208,451,74.71,43.38,36.71,7.0,,,,-6.670000000000002
HM000033,Camisetas,Premium,TIENDA001,1.6882716049382716,1.095325604499566,547,68.63,30.41,82.05,7.0,73.0,12.0,0.0,51.64
HM000033,Camisetas,Premium,TIENDA002,1.6475903614457832,1.0795658636904883,547,68.63,30.410000000000004,82.05,7.0,72.0,26.0,49.0,51.64
HM000033,Camisetas,Premium,TIENDA003,1.6766467065868262,1.20444353007988,560,68.63,30.41,82.05,7.0,61.0,23.0,35.0,51.63999999999999
HM000033,Camisetas,Premium,TIENDA004,1.6846846846846846,1.2147337105827676,561,68.63,30.410000000000004,82.05,7.0,21.0,20.0,34.0,51.63999999999999
HM000033,Camisetas,Premium,TIENDA005,1.6867469879518073,1.0762776946368322,560,68.63,30.410000000000004,82.05,7.0,37.0,17.0,35.0,51.64
HM000033,Camisetas,Premium,TIENDA006,1.6778115501519757,1.189189137959895,552,68.63,30.409999999999997,82.05,7.0,9.0,17.0,11.0,51.64
HM000033,Camisetas,Premium,TIENDA007,1.7597597597597598,1.3019688297640044,586,68.63,30.410000000000004,82.05,7.0,,,,51.63999999999999
HM000033,Camisetas,Premium,TIENDA008,1.6746987951807228,1.2735604038894424,556,68.63,30.410000000000004,82.05,7.0,,,,51.64
HM000033,Camisetas,Premium,TIENDA009,1.7720364741641337,1.256571428436577,583,68.63,30.409999999999997,82.05,7.0,,,,51.64
HM000033,Camisetas,Premium,TIENDA010,1.6936936936936937,1.2619987454845942,564,68.63,30.410000000000004,82.05,7.0,,,,51.63999999999999
HM000034,Camisetas,Basico,TIENDA001,1.7424242424242424,1.2942543834721838,575,93.09,18.68,23.42,7.0,64.0,17.0,19.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA002,1.8641975308641976,1.5238299996986218,604,93.09,18.68,23.42,7.0,1.0,15.0,33.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA003,1.6882716049382716,1.095325604499566,547,93.09,18.68,23.42,7.0,18.0,24.0,41.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA004,1.6554878048780488,1.1005560478820344,543,93.09,18.68,23.42,7.0,21.0,22.0,24.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA005,1.5498489425981874,1.1414072818994632,513,93.09,18.68,23.42,7.0,18.0,24.0,36.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA006,1.7662721893491125,1.3393557764908934,597,93.09,18.68,23.42,7.0,1.0,24.0,22.0,4.740000000000002
HM000034,Camisetas,Basico,TIENDA007,1.6574074074074074,1.054214925452646,537,93.09,18.68,23.42,7.0,,,,4.740000000000002
HM000034,Camisetas,Basico,TIENDA008,1.7142857142857142,1.226166514204939,564,93.09,18.68,23.42,7.0,,,,4.740000000000002
HM000034,Camisetas,Basico,TIENDA009,1.6990881458966565,1.2678117868842802,559,93.09,18.68,23.42,7.0,,,,4.740000000000002
HM000034,Camisetas,Basico,TIENDA010,1.7339449541284404,1.2056274122146349,567,93.09,18.68,23.42,7.0,,,,4.740000000000002
HM000035,Camisetas,Temporada,TIENDA001,1.7441176470588236,1.2699595089056712,593,25.6,17.62,98.11,7.0,14.0,24.0,1.0,80.49
HM000035,Camisetas,Temporada,TIENDA002,1.7560240963855422,1.327421633382206,583,25.6,17.62,98.11,7.0,82.0,20.0,23.0,80.49
HM000035,Camisetas,Temporada,TIENDA003,1.8317757009345794,1.424030248812402,588,25.6,17.62,98.11,7.0,53.0,18.0,46.0,80.49
HM000035,Camisetas,Temporada,TIENDA004,1.7581120943952802,1.4372117068672423,596,25.599999999999998,17.62,98.11,7.0,63.0,20.0,45.0,80.49
HM000035,Camisetas,Temporada,TIENDA005,1.7097791798107256,1.4111891077809446,542,25.6,17.62,98.11,7.0,21.0,28.0,10.0,80.49
HM000035,Camisetas,Temporada,TIENDA006,1.620795107033639,1.2665815464147252,530,25.6,17.62,98.11,7.0,7.0,20.0,14.0,80.49
HM000035,Camisetas,Temporada,TIENDA007,1.8719512195121952,1.494763490869927,614,25.600000000000005,17.62,98.11,7.0,,,,80.49
HM000035,Camisetas,Temporada,TIENDA008,1.8668639053254439,1.4687737631030708,631,25.600000000000005,17.62,98.11,7.0,,,,80.49
HM000035,Camisetas,Temporada,TIENDA009,1.680722891566265,1.1790679745196357,558,25.6,17.62,98.11,7.0,,,,80.49
HM000035,Camisetas,Temporada,TIENDA010,1.7621951219512195,1.539938458907965,578,25.600000000000005,17.62,98.11,7.0,,,,80.49
HM000036,Abrigos,Temporada,TIENDA001,1.7198795180722892,1.1357268659942659,571,44.72,12.12,49.1,7.0,94.0,15.0,16.0,36.98
HM000036,Abrigos,Temporada,TIENDA002,1.6369047619047619,1.0246257139020065,550,44.72,12.12,49.10000000000001,7.0,39.0,26.0,10.0,36.98
HM000036,Abrigos,Temporada,TIENDA003,1.5319148936170213,1.0089763189723617,504,44.72,12.12,49.1,7.0,4.0,21.0,12.0,36.98
HM000036,Abrigos,Temporada,TIENDA004,1.7133956386292835,1.264456897686085,550,44.72,12.12,49.1,7.0,1.0,21.0,11.0,36.98
HM000036,Abrigos,Temporada,TIENDA005,1.6017964071856288,1.0455668206496944,535,44.72,12.12,49.1,7.0,45.0,23.0,23.0,36.98
HM000036,Abrigos,Temporada,TIENDA006,1.6193353474320242,1.1010136566136695,536,44.72,12.12,49.1,7.0,29.0,17.0,2.0,36.98
HM000036,Abrigos,Temporada,TIENDA007,1.6276923076923078,1.0970650650189762,529,44.72,12.12,49.1,7.0,,,,36.98
HM000036,Abrigos,Temporada,TIENDA008,1.5419161676646707,1.0177304634599174,515,44.72,12.12,49.1,7.0,,,,36.98
HM000036,Abrigos,Temporada,TIENDA009,1.6481481481481481,1.1209915017628027,534,44.72,12.12,49.1,7.0,,,,36.98
HM000036,Abrigos,Temporada,TIENDA010,1.5525525525525525,0.9383565650453168,517,44.72,12.12,49.1,7.0,,,,36.98
HM000037,Camisetas,Premium,TIENDA001,1.5515151515151515,0.8883307019010133,512,26.95,5.38,58.9,7.0,80.0,23.0,49.0,53.52
HM000037,Camisetas,Premium,TIENDA002,1.5538461538461539,0.8928863107432155,505,26.95,5.38,58.9,7.0,29.0,25.0,40.0,53.52
HM000037,Camisetas,Premium,TIENDA003,1.4764705882352942,0.8034067666884035,502,26.95,5.38,58.9,7.0,15.0,18.0,39.0,53.519999999999996
HM000037,Camisetas,Premium,TIENDA004,1.5335365853658536,0.9346066525483829,503,26.950000000000003,5.38,58.900000000000006,7.0,65.0,20.0,26.0,53.52
HM000037,Camisetas,Premium,TIENDA005,1.5757575757575757,0.9333504386648174,520,26.95,5.38,58.9,7.0,74.0,15.0,7.0,53.52
HM000037,Camisetas,Premium,TIENDA006,1.5765765765765767,0.9204786884853527,525,26.950000000000003,5.38,58.900000000000006,7.0,6.0,19.0,46.0,53.519999999999996
HM000037,Camisetas,Premium,TIENDA007,1.4741641337386018,0.8660789040843411,485,26.95,5.38,58.9,7.0,,,,53.52
HM000037,Camisetas,Premium,TIENDA008,1.4864864864864864,0.8663543426077975,495,26.950000000000003,5.38,58.900000000000006,7.0,,,,53.519999999999996
HM000037,Camisetas,Premium,TIENDA009,1.4330218068535825,0.788213900313852,460,26.949999999999996,5.38,58.89999999999999,7.0,,,,53.52
HM000037,Camisetas,Premium,TIENDA010,1.5151515151515151,0.9166216589886909,500,26.95,5.38,58.9,7.0,,,,53.52
HM000038,Pantalones,Basico,TIENDA001,1.852760736196319,1.3665594251903896,604,27.550000000000004,24.01,99.92,7.0,21.0,22.0,36.0,75.91
HM000038,Pantalones,Basico,TIENDA002,1.6273291925465838,1.1374118063179102,524,27.55,24.01,99.92,7.0,35.0,24.0,2.0,75.91
HM000038,Pantalones,Basico,TIENDA003,1.7280966767371602,1.2547228366001362,572,27.550000000000004,24.01,99.92000000000002,7.0,29.0,23.0,40.0,75.91
HM000038,Pantalones,Basico,TIENDA004,1.6906906906906907,1.2138025746323662,563,27.549999999999997,24.01,99.92,7.0,19.0,27.0,10.0,75.91
HM000038,Pantalones,Basico,TIENDA005,1.7446153846153847,1.387558337026401,567,27.55,24.01,99.92,7.0,48.0,20.0,1.0,75.91
HM000038,Pantalones,Basico,TIENDA006,1.6126126126126126,1.131460069395126,537,27.549999999999997,24.01,99.92,7.0,17.0,17.0,1.0,75.91
