fecha,sku,tienda,cantidad_vendida
2024-07-28,HM000015,TIENDA008,3.55
2024-08-04,HM000015,TIENDA008,2.02
2024-08-11,HM000015,TIENDA008,1.54
2024-08-18,HM000015,TIENDA008,2.11
2024-08-25,HM000015,TIENDA008,1.15
2024-09-01,HM000015,TIENDA008,2.0
2024-09-08,HM000015,TIENDA008,1.54
2024-09-15,HM000015,TIENDA008,1.57
2024-09-22,HM000015,TIENDA008,0.51
2024-09-29,HM000015,TIENDA008,0.11
2024-10-06,HM000015,TIENDA008,1.07
2024-10-13,HM000015,TIENDA008,1.08
2024-10-20,HM000015,TIENDA008,3.89
2024-10-27,HM000015,TIENDA008,2.42
2024-11-03,HM000015,TIENDA008,0.0
2024-11-10,HM000015,TIENDA008,0.19
2024-11-17,HM000015,TIENDA008,1.17
2024-11-24,HM000015,TIENDA008,0.77
2024-12-01,HM000015,TIENDA008,2.51
2024-12-08,HM000015,TIENDA008,2.22
2024-12-15,HM000015,TIENDA008,1.18
2024-12-22,HM000015,TIENDA008,1.87
2024-12-29,HM000015,TIENDA008,1.59
2024-01-07,HM000015,TIENDA009,1.5
2024-01-14,HM000015,TIENDA009,1.88
2024-01-21,HM000015,TIENDA009,2.35
2024-01-28,HM000015,TIENDA009,1.12
2024-02-04,HM000015,TIENDA009,0.59
2024-02-11,HM000015,TIENDA009,0.65
2024-02-18,HM000015,TIENDA009,1.22
2024-02-25,HM000015,TIENDA009,2.57
2024-03-03,HM000015,TIENDA009,0.89
2024-03-10,HM000015,TIENDA009,0.58
2024-03-17,HM000015,TIENDA009,1.93
2024-03-24,HM000015,TIENDA009,0.51
2024-03-31,HM000015,TIENDA009,2.65
2024-04-07,HM000015,TIENDA009,1.81
2024-04-14,HM000015,TIENDA009,1.27
2024-04-21,HM000015,TIENDA009,1.61
2024-04-28,HM000015,TIENDA009,1.2
2024-05-05,HM000015,TIENDA009,0.0
2024-05-12,HM000015,TIENDA009,0.56
2024-05-19,HM000015,TIENDA009,0.43
2024-05-26,HM000015,TIENDA009,1.07
2024-06-02,HM000015,TIENDA009,1.64
2024-06-09,HM000015,TIENDA009,0.58
2024-06-16,HM000015,TIENDA009,3.52
2024-06-23,HM000015,TIENDA009,1.41
2024-06-30,HM000015,TIENDA009,2.2
2024-07-07,HM000015,TIENDA009,2.23
2024-07-14,HM000015,TIENDA009,2.82
2024-07-21,HM000015,TIENDA009,2.34
2024-07-28,HM000015,TIENDA009,2.63
2024-08-04,HM000015,TIENDA009,1.91
2024-08-11,HM000015,TIENDA009,1.49
2024-08-18,HM000015,TIENDA009,1.78
2024-08-25,HM000015,TIENDA009,1.07
2024-09-01,HM000015,TIENDA009,2.23
2024-09-08,HM000015,TIENDA009,0.8
2024-09-15,HM000015,TIENDA009,1.59
2024-09-22,HM000015,TIENDA009,4.38
2024-09-29,HM000015,TIENDA009,2.89
2024-10-06,HM000015,TIENDA009,0.82
2024-10-13,HM000015,TIENDA009,0.66
2024-10-20,HM000015,TIENDA009,1.97
2024-10-27,HM000015,TIENDA009,1.12
2024-11-03,HM000015,TIENDA009,1.95
2024-11-10,HM000015,TIENDA009,1.65
2024-11-17,HM000015,TIENDA009,3.31
2024-11-24,HM000015,TIENDA009,3.09
2024-12-01,HM000015,TIENDA009,1.51
2024-12-08,HM000015,TIENDA009,0.32
2024-12-15,HM000015,TIENDA009,0.21
2024-12-22,HM000015,TIENDA009,2.11
2024-12-29,HM000015,TIENDA009,1.97
2024-01-07,HM000015,TIENDA010,1.89
2024-01-14,HM000015,TIENDA010,2.06
2024-01-21,HM000015,TIENDA010,0.4
2024-01-28,HM000015,TIENDA010,0.0
2024-02-04,HM000015,TIENDA010,1.62
2024-02-11,HM000015,TIENDA010,0.0
2024-02-18,HM000015,TIENDA010,1.21
2024-02-25,HM000015,TIENDA010,1.88
2024-03-03,HM000015,TIENDA010,0.41
2024-03-10,HM000015,TIENDA010,2.87
2024-03-17,HM000015,TIENDA010,2.12
2024-03-24,HM000015,TIENDA010,1.19
2024-03-31,HM000015,TIENDA010,0.92
2024-04-07,HM000015,TIENDA010,3.28
2024-04-14,HM000015,TIENDA010,1.11
2024-04-21,HM000015,TIENDA010,2.5
2024-04-28,HM000015,TIENDA010,0.0
2024-05-05,HM000015,TIENDA010,2.16
2024-05-12,HM000015,TIENDA010,1.51
2024-05-19,HM000015,TIENDA010,1.3
2024-05-26,HM000015,TIENDA010,2.61
2024-06-02,HM000015,TIENDA010,1.87
2024-06-09,HM000015,TIENDA010,2.39
2024-06-16,HM000015,TIENDA010,1.43
2024-06-23,HM000015,TIENDA010,0.7
2024-06-30,HM000015,TIENDA010,2.46
2024-07-07,HM000015,TIENDA010,0.0
2024-07-14,HM000015,TIENDA010,2.61
2024-07-21,HM000015,TIENDA010,1.82
2024-07-28,HM000015,TIENDA010,0.48
2024-08-04,HM000015,TIENDA010,2.05
2024-08-11,HM000015,TIENDA010,1.84
2024-08-18,HM000015,TIENDA010,0.71
2024-08-25,HM000015,TIENDA010,1.65
2024-09-01,HM000015,TIENDA010,1.23
2024-09-08,HM000015,TIENDA010,1.23
2024-09-15,HM000015,TIENDA010,0.63
2024-09-22,HM000015,TIENDA010,1.01
2024-09-29,HM000015,TIENDA010,0.94
2024-10-06,HM000015,TIENDA010,1.13
2024-10-13,HM000015,TIENDA010,3.08
2024-10-20,HM000015,TIENDA010,2.14
2024-10-27,HM000015,TIENDA010,2.08
2024-11-03,HM000015,TIENDA010,2.87
2024-11-10,HM000015,TIENDA010,2.98
2024-11-17,HM000015,TIENDA010,1.29
2024-11-24,HM000015,TIENDA010,0.49
2024-12-01,HM000015,TIENDA010,0.98
2024-12-08,HM000015,TIENDA010,0.7
2024-12-15,HM000015,TIENDA010,2.37
2024-12-22,HM000015,TIENDA010,2.3
2024-12-29,HM000015,TIENDA010,3.7
2024-01-07,HM000016,TIENDA001,2.52
2024-01-14,HM000016,TIENDA001,1.4
2024-01-21,HM000016,TIENDA001,0.56
2024-01-28,HM000016,TIENDA001,0.01
2024-02-04,HM000016,TIENDA001,2.33
2024-02-11,HM000016,TIENDA001,0.0
2024-02-18,HM000016,TIENDA001,0.0
2024-02-25,HM000016,TIENDA001,2.73
2024-03-03,HM000016,TIENDA001,1.06
2024-03-10,HM000016,TIENDA001,1.09
2024-03-17,HM000016,TIENDA001,2.41
2024-03-24,HM000016,TIENDA001,0.3
2024-03-31,HM000016,TIENDA001,0.69
2024-04-07,HM000016,TIENDA001,2.39
2024-04-14,HM000016,TIENDA001,1.75
2024-04-21,HM000016,TIENDA001,0.95
2024-04-28,HM000016,TIENDA001,1.6
2024-05-05,HM000016,TIENDA001,1.84
2024-05-12,HM000016,TIENDA001,3.1
2024-05-19,HM000016,TIENDA001,1.92
2024-05-26,HM000016,TIENDA001,1.12
2024-06-02,HM000016,TIENDA001,2.19
2024-06-09,HM000016,TIENDA001,1.12
2024-06-16,HM000016,TIENDA001,0.87
2024-06-23,HM000016,TIENDA001,2.03
2024-06-30,HM000016,TIENDA001,1.51
2024-07-07,HM000016,TIENDA001,2.45
2024-07-14,HM000016,TIENDA001,0.62
2024-07-21,HM000016,TIENDA001,1.72
2024-07-28,HM000016,TIENDA001,2.99
2024-08-04,HM000016,TIENDA001,0.29
2024-08-11,HM000016,TIENDA001,1.42
2024-08-18,HM000016,TIENDA001,0.12
2024-08-25,HM000016,TIENDA001,0.64
2024-09-01,HM000016,TIENDA001,1.35
2024-09-08,HM000016,TIENDA001,1.24
2024-09-15,HM000016,TIENDA001,0.87
2024-09-22,HM000016,TIENDA001,1.61
2024-09-29,HM000016,TIENDA001,1.7
2024-10-06,HM000016,TIENDA001,1.86
2024-10-13,HM000016,TIENDA001,0.58
2024-10-20,HM000016,TIENDA001,1.71
2024-10-27,HM000016,TIENDA001,1.44
2024-11-03,HM000016,TIENDA001,0.84
2024-11-10,HM000016,TIENDA001,1.37
2024-11-17,HM000016,TIENDA001,0.44
2024-11-24,HM000016,TIENDA001,0.04
2024-12-01,HM000016,TIENDA001,1.41
2024-12-08,HM000016,TIENDA001,0.68
2024-12-15,HM000016,TIENDA001,1.11
2024-12-22,HM000016,TIENDA001,1.47
2024-12-29,HM000016,TIENDA001,0.83
2024-01-07,HM000016,TIENDA002,0.98
2024-01-14,HM000016,TIENDA002,1.17
2024-01-21,HM000016,TIENDA002,0.86
2024-01-28,HM000016,TIENDA002,2.36
2024-02-04,HM000016,TIENDA002,0.76
2024-02-11,HM000016,TIENDA002,0.9
2024-02-18,HM000016,TIENDA002,0.0
2024-02-25,HM000016,TIENDA002,1.24
2024-03-03,HM000016,TIENDA002,0.23
2024-03-10,HM000016,TIENDA002,2.0
2024-03-17,HM000016,TIENDA002,3.7
2024-03-24,HM000016,TIENDA002,1.99
2024-03-31,HM000016,TIENDA002,1.28
2024-04-07,HM000016,TIENDA002,0.38
2024-04-14,HM000016,TIENDA002,1.78
2024-04-21,HM000016,TIENDA002,0.0
2024-04-28,HM000016,TIENDA002,0.0
2024-05-05,HM000016,TIENDA002,0.51
2024-05-12,HM000016,TIENDA002,1.52
2024-05-19,HM000016,TIENDA002,2.31
2024-05-26,HM000016,TIENDA002,1.04
2024-06-02,HM000016,TIENDA002,2.35
2024-06-09,HM000016,TIENDA002,0.53
2024-06-16,HM000016,TIENDA002,1.22
2024-06-23,HM000016,TIENDA002,0.34
2024-06-30,HM000016,TIENDA002,2.72
2024-07-07,HM000016,TIENDA002,1.12
2024-07-14,HM000016,TIENDA002,1.24
2024-07-21,HM000016,TIENDA002,2.11
2024-07-28,HM000016,TIENDA002,1.49
2024-08-04,HM000016,TIENDA002,2.95
2024-08-11,HM000016,TIENDA002,1.32
2024-08-18,HM000016,TIENDA002,3.16
2024-08-25,HM000016,TIENDA002,2.54
2024-09-01,HM000016,TIENDA002,1.74
2024-09-08,HM000016,TIENDA002,0.86
2024-09-15,HM000016,TIENDA002,1.04
2024-09-22,HM000016,TIENDA002,0.94
2024-09-29,HM000016,TIENDA002,0.55
2024-10-06,HM000016,TIENDA002,1.58
2024-10-13,HM000016,TIENDA002,1.55
2024-10-20,HM000016,TIENDA002,1.12
2024-10-27,HM000016,TIENDA002,1.8
2024-11-03,HM000016,TIENDA002,1.47
2024-11-10,HM000016,TIENDA002,0.59
2024-11-17,HM000016,TIENDA002,0.0
2024-11-24,HM000016,TIENDA002,1.48
2024-12-01,HM000016,TIENDA002,1.53
2024-12-08,HM000016,TIENDA002,1.02
2024-12-15,HM000016,TIENDA002,2.61
2024-12-22,HM000016,TIENDA002,1.13
2024-12-29,HM000016,TIENDA002,1.36
2024-01-07,HM000016,TIENDA003,1.23
2024-01-14,HM000016,TIENDA003,2.04
2024-01-21,HM000016,TIENDA003,1.23
2024-01-28,HM000016,TIENDA003,0.0
2024-02-04,HM000016,TIENDA003,1.5
2024-02-11,HM000016,TIENDA003,2.21
2024-02-18,HM000016,TIENDA003,1.59
2024-02-25,HM000016,TIENDA003,2.63
2024-03-03,HM000016,TIENDA003,3.31
2024-03-10,HM000016,TIENDA003,0.79
2024-03-17,HM000016,TIENDA003,2.28
2024-03-24,HM000016,TIENDA003,1.01
2024-03-31,HM000016,TIENDA003,2.31
2024-04-07,HM000016,TIENDA003,1.0
2024-04-14,HM000016,TIENDA003,2.13
2024-04-21,HM000016,TIENDA003,2.13
2024-04-28,HM000016,TIENDA003,1.64
2024-05-05,HM000016,TIENDA003,1.13
2024-05-12,HM000016,TIENDA003,3.34
2024-05-19,HM000016,TIENDA003,1.62
2024-05-26,HM000016,TIENDA003,1.14
2024-06-02,HM000016,TIENDA003,0.73
2024-06-09,HM000016,TIENDA003,2.87
2024-06-16,HM000016,TIENDA003,2.91
2024-06-23,HM000016,TIENDA003,1.61
2024-06-30,HM000016,TIENDA003,2.12
2024-07-07,HM000016,TIENDA003,0.93
2024-07-14,HM000016,TIENDA003,0.58
2024-07-21,HM000016,TIENDA003,3.04
2024-07-28,HM000016,TIENDA003,1.39
2024-08-04,HM000016,TIENDA003,0.58
2024-08-11,HM000016,TIENDA003,2.82
2024-08-18,HM000016,TIENDA003,0.36
2024-08-25,HM000016,TIENDA003,0.15
2024-09-01,HM000016,TIENDA003,2.02
2024-09-08,HM000016,TIENDA003,1.11
2024-09-15,HM000016,TIENDA003,1.88
2024-09-22,HM000016,TIENDA003,1.55
2024-09-29,HM000016,TIENDA003,1.05
2024-10-06,HM000016,TIENDA003,2.72
2024-10-13,HM000016,TIENDA003,1.13
2024-10-20,HM000016,TIENDA003,1.31
2024-10-27,HM000016,TIENDA003,1.29
2024-11-03,HM000016,TIENDA003,2.37
2024-11-10,HM000016,TIENDA003,2.05
2024-11-17,HM000016,TIENDA003,1.8
2024-11-24,HM000016,TIENDA003,1.32
2024-12-01,HM000016,TIENDA003,1.24
2024-12-08,HM000016,TIENDA003,2.61
2024-12-15,HM000016,TIENDA003,1.57
2024-12-22,HM000016,TIENDA003,2.03
2024-12-29,HM000016,TIENDA003,1.99
2024-01-07,HM000016,TIENDA004,1.59
2024-01-14,HM000016,TIENDA004,1.79
2024-01-21,HM000016,TIENDA004,1.8
2024-01-28,HM000016,TIENDA004,3.31
2024-02-04,HM000016,TIENDA004,0.88
2024-02-11,HM000016,TIENDA004,2.15
2024-02-18,HM000016,TIENDA004,1.94
2024-02-25,HM000016,TIENDA004,0.93
2024-03-03,HM000016,TIENDA004,2.32
2024-03-10,HM000016,TIENDA004,0.5
2024-03-17,HM000016,TIENDA004,1.22
2024-03-24,HM000016,TIENDA004,1.99
2024-03-31,HM000016,TIENDA004,0.81
2024-04-07,HM000016,TIENDA004,2.35
2024-04-14,HM000016,TIENDA004,2.87
2024-04-21,HM000016,TIENDA004,1.4
2024-04-28,HM000016,TIENDA004,2.24
2024-05-05,HM000016,TIENDA004,1.15
2024-05-12,HM000016,TIENDA004,2.41
2024-05-19,HM000016,TIENDA004,0.58
2024-05-26,HM000016,TIENDA004,2.34
2024-06-02,HM000016,TIENDA004,0.18
2024-06-09,HM000016,TIENDA004,2.35
2024-06-16,HM000016,TIENDA004,1.09
2024-06-23,HM000016,TIENDA004,0.0
2024-06-30,HM000016,TIENDA004,2.25
2024-07-07,HM000016,TIENDA004,1.5
2024-07-14,HM000016,TIENDA004,1.9
2024-07-21,HM000016,TIENDA004,1.58
2024-07-28,HM000016,TIENDA004,0.97
2024-08-04,HM000016,TIENDA004,1.25
2024-08-11,HM000016,TIENDA004,0.0
2024-08-18,HM000016,TIENDA004,1.6
2024-08-25,HM000016,TIENDA004,0.9
2024-09-01,HM000016,TIENDA004,1.48
2024-09-08,HM000016,TIENDA004,0.96
2024-09-15,HM000016,TIENDA004,1.2
2024-09-22,HM000016,TIENDA004,1.42
2024-09-29,HM000016,TIENDA004,1.03
2024-10-06,HM000016,TIENDA004,1.33
2024-10-13,HM000016,TIENDA004,1.63
2024-10-20,HM000016,TIENDA004,1.33
2024-10-27,HM000016,TIENDA004,1.54
2024-11-03,HM000016,TIENDA004,1.51
2024-11-10,HM000016,TIENDA004,2.87
2024-11-17,HM000016,TIENDA004,2.31
2024-11-24,HM000016,TIENDA004,2.8
2024-12-01,HM000016,TIENDA004,1.05
2024-12-08,HM000016,TIENDA004,2.02
2024-12-15,HM000016,TIENDA004,1.09
2024-12-22,HM000016,TIENDA004,1.4
2024-12-29,HM000016,TIENDA004,1.12
2024-01-07,HM000016,TIENDA005,1.27
2024-01-14,HM000016,TIENDA005,0.99
2024-01-21,HM000016,TIENDA005,1.01
2024-01-28,HM000016,TIENDA005,0.28
2024-02-04,HM000016,TIENDA005,2.2
2024-02-11,HM000016,TIENDA005,1.94
2024-02-18,HM000016,TIENDA005,2.83
2024-02-25,HM000016,TIENDA005,1.01
2024-03-03,HM000016,TIENDA005,2.84
2024-03-10,HM000016,TIENDA005,0.66
2024-03-17,HM000016,TIENDA005,0.91
2024-03-24,HM000016,TIENDA005,1.52
2024-03-31,HM000016,TIENDA005,0.76
2024-04-07,HM000016,TIENDA005,1.92
2024-04-14,HM000016,TIENDA005,0.68
2024-04-21,HM000016,TIENDA005,1.09
2024-04-28,HM000016,TIENDA005,1.99
2024-05-05,HM000016,TIENDA005,1.08
2024-05-12,HM000016,TIENDA005,1.75
2024-05-19,HM000016,TIENDA005,0.22
2024-05-26,HM000016,TIENDA005,1.8
2024-06-02,HM000016,TIENDA005,1.76
2024-06-09,HM000016,TIENDA005,0.73
2024-06-16,HM000016,TIENDA005,1.51
2024-06-23,HM000016,TIENDA005,1.31
2024-06-30,HM000016,TIENDA005,0.57
2024-07-07,HM000016,TIENDA005,0.16
2024-07-14,HM000016,TIENDA005,1.12
2024-07-21,HM000016,TIENDA005,1.32
2024-07-28,HM000016,TIENDA005,2.69
2024-08-04,HM000016,TIENDA005,1.2
2024-08-11,HM000016,TIENDA005,2.65
2024-08-18,HM000016,TIENDA005,2.15
2024-08-25,HM000016,TIENDA005,0.34
2024-09-01,HM000016,TIENDA005,2.27
2024-09-08,HM000016,TIENDA005,1.22
2024-09-15,HM000016,TIENDA005,2.82
2024-09-22,HM000016,TIENDA005,0.89
2024-09-29,HM000016,TIENDA005,2.36
2024-10-06,HM000016,TIENDA005,1.12
2024-10-13,HM000016,TIENDA005,1.48
2024-10-20,HM000016,TIENDA005,2.56
2024-10-27,HM000016,TIENDA005,1.0
2024-11-03,HM000016,TIENDA005,0.42
2024-11-10,HM000016,TIENDA005,0.85
2024-11-17,HM000016,TIENDA005,1.2
2024-11-24,HM000016,TIENDA005,0.99
2024-12-01,HM000016,TIENDA005,1.93
2024-12-08,HM000016,TIENDA005,2.02
2024-12-15,HM000016,TIENDA005,2.12
2024-12-22,HM000016,TIENDA005,1.27
2024-12-29,HM000016,TIENDA005,0.99
2024-01-07,HM000016,TIENDA006,2.96
2024-01-14,HM000016,TIENDA006,2.54
2024-01-21,HM000016,TIENDA006,1.04
2024-01-28,HM000016,TIENDA006,0.0
2024-02-04,HM000016,TIENDA006,2.9
2024-02-11,HM000016,TIENDA006,0.55
2024-02-18,HM000016,TIENDA006,0.43
2024-02-25,HM000016,TIENDA006,1.18
2024-03-03,HM000016,TIENDA006,1.56
2024-03-10,HM000016,TIENDA006,2.72
2024-03-17,HM000016,TIENDA006,1.03
2024-03-24,HM000016,TIENDA006,3.12
2024-03-31,HM000016,TIENDA006,1.02
2024-04-07,HM000016,TIENDA006,2.3
2024-04-14,HM000016,TIENDA006,0.67
2024-04-21,HM000016,TIENDA006,0.38
2024-04-28,HM000016,TIENDA006,1.68
2024-05-05,HM000016,TIENDA006,2.91
2024-05-12,HM000016,TIENDA006,1.33
2024-05-19,HM000016,TIENDA006,1.47
2024-05-26,HM000016,TIENDA006,0.55
2024-06-02,HM000016,TIENDA006,2.43
2024-06-09,HM000016,TIENDA006,1.24
2024-06-16,HM000016,TIENDA006,1.5
2024-06-23,HM000016,TIENDA006,1.76
2024-06-30,HM000016,TIENDA006,1.52
2024-07-07,HM000016,TIENDA006,1.24
2024-07-14,HM000016,TIENDA006,0.57
2024-07-21,HM000016,TIENDA006,1.45
2024-07-28,HM000016,TIENDA006,1.67
2024-08-04,HM000016,TIENDA006,2.65
2024-08-11,HM000016,TIENDA006,1.79
2024-08-18,HM000016,TIENDA006,2.41
2024-08-25,HM000016,TIENDA006,2.31
2024-09-01,HM000016,TIENDA006,0.71
2024-09-08,HM000016,TIENDA006,2.09
2024-09-15,HM000016,TIENDA006,0.99
2024-09-22,HM000016,TIENDA006,0.07
2024-09-29,HM000016,TIENDA006,0.98
2024-10-06,HM000016,TIENDA006,0.48
2024-10-13,HM000016,TIENDA006,3.08
2024-10-20,HM000016,TIENDA006,2.48
2024-10-27,HM000016,TIENDA006,2.3
2024-11-03,HM000016,TIENDA006,1.77
2024-11-10,HM000016,TIENDA006,1.08
2024-11-17,HM000016,TIENDA006,2.17
2024-11-24,HM000016,TIENDA006,1.14
2024-12-01,HM000016,TIENDA006,1.85
2024-12-08,HM000016,TIENDA006,2.26
2024-12-15,HM000016,TIENDA006,1.41
2024-12-22,HM000016,TIENDA006,2.45
2024-12-29,HM000016,TIENDA006,0.0
2024-01-07,HM000016,TIENDA007,3.43
2024-01-14,HM000016,TIENDA007,0.93
2024-01-21,HM000016,TIENDA007,2.51
2024-01-28,HM000016,TIENDA007,1.71
2024-02-04,HM000016,TIENDA007,2.01
2024-02-11,HM000016,TIENDA007,2.91
2024-02-18,HM000016,TIENDA007,2.45
2024-02-25,HM000016,TIENDA007,1.98
2024-03-03,HM000016,TIENDA007,1.72
2024-03-10,HM000016,TIENDA007,1.8
2024-03-17,HM000016,TIENDA007,2.21
2024-03-24,HM000016,TIENDA007,2.56
2024-03-31,HM000016,TIENDA007,1.0
2024-04-07,HM000016,TIENDA007,1.27
2024-04-14,HM000016,TIENDA007,1.6
2024-04-21,HM000016,TIENDA007,3.72
2024-04-28,HM000016,TIENDA007,1.11
2024-05-05,HM000016,TIENDA007,1.05
2024-05-12,HM000016,TIENDA007,0.0
2024-05-19,HM000016,TIENDA007,2.9
2024-05-26,HM000016,TIENDA007,2.94
2024-06-02,HM000016,TIENDA007,0.53
2024-06-09,HM000016,TIENDA007,3.15
2024-06-16,HM000016,TIENDA007,2.04
2024-06-23,HM000016,TIENDA007,2.33
2024-06-30,HM000016,TIENDA007,1.29
2024-07-07,HM000016,TIENDA007,1.35
2024-07-14,HM000016,TIENDA007,2.52
2024-07-21,HM000016,TIENDA007,2.34
2024-07-28,HM000016,TIENDA007,2.25
2024-08-04,HM000016,TIENDA007,0.5
2024-08-11,HM000016,TIENDA007,0.97
2024-08-18,HM000016,TIENDA007,4.2
2024-08-25,HM000016,TIENDA007,0.86
2024-09-01,HM000016,TIENDA007,0.78
2024-09-08,HM000016,TIENDA007,2.02
2024-09-15,HM000016,TIENDA007,1.01
2024-09-22,HM000016,TIENDA007,1.48
2024-09-29,HM000016,TIENDA007,1.36
2024-10-06,HM000016,TIENDA007,0.26
2024-10-13,HM000016,TIENDA007,2.61
2024-10-20,HM000016,TIENDA007,2.23
2024-10-27,HM000016,TIENDA007,3.17
2024-11-03,HM000016,TIENDA007,1.96
2024-11-10,HM000016,TIENDA007,2.3
2024-11-17,HM000016,TIENDA007,1.89
2024-11-24,HM000016,TIENDA007,2.24
2024-12-01,HM000016,TIENDA007,0.59
2024-12-08,HM000016,TIENDA007,3.36
2024-12-15,HM000016,TIENDA007,0.0
2024-12-22,HM000016,TIENDA007,2.32
2024-12-29,HM000016,TIENDA007,1.1
2024-01-07,HM000016,TIENDA008,1.45
2024-01-14,HM000016,TIENDA008,1.15
2024-01-21,HM000016,TIENDA008,0.03
2024-01-28,HM000016,TIENDA008,1.06
2024-02-04,HM000016,TIENDA008,1.03
2024-02-11,HM000016,TIENDA008,0.64
2024-02-18,HM000016,TIENDA008,1.05
2024-02-25,HM000016,TIENDA008,2.16
2024-03-03,HM000016,TIENDA008,1.06
2024-03-10,HM000016,TIENDA008,0.4
2024-03-17,HM000016,TIENDA008,1.79
2024-03-24,HM000016,TIENDA008,2.3
2024-03-31,HM000016,TIENDA008,0.52
2024-04-07,HM000016,TIENDA008,3.03
2024-04-14,HM000016,TIENDA008,2.41
2024-04-21,HM000016,TIENDA008,1.47
2024-04-28,HM000016,TIENDA008,1.81
2024-05-05,HM000016,TIENDA008,0.0
2024-05-12,HM000016,TIENDA008,2.28
2024-05-19,HM000016,TIENDA008,2.53
2024-05-26,HM000016,TIENDA008,1.79
2024-06-02,HM000016,TIENDA008,0.01
2024-06-09,HM000016,TIENDA008,0.39
2024-06-16,HM000016,TIENDA008,0.83
2024-06-23,HM000016,TIENDA008,0.0
2024-06-30,HM000016,TIENDA008,1.95
2024-07-07,HM000016,TIENDA008,1.68
2024-07-14,HM000016,TIENDA008,1.71
2024-07-21,HM000016,TIENDA008,0.68
2024-07-28,HM000016,TIENDA008,1.47
2024-08-04,HM000016,TIENDA008,0.43
2024-08-11,HM000016,TIENDA008,1.51
2024-08-18,HM000016,TIENDA008,0.95
2024-08-25,HM000016,TIENDA008,1.47
2024-09-01,HM000016,TIENDA008,0.09
2024-09-08,HM000016,TIENDA008,1.13
2024-09-15,HM000016,TIENDA008,0.28
2024-09-22,HM000016,TIENDA008,0.64
2024-09-29,HM000016,TIENDA008,1.83
2024-10-06,HM000016,TIENDA008,1.2
2024-10-13,HM000016,TIENDA008,0.88
2024-10-20,HM000016,TIENDA008,2.14
2024-10-27,HM000016,TIENDA008,0.38
2024-11-03,HM000016,TIENDA008,1.25
2024-11-10,HM000016,TIENDA008,0.95
2024-11-17,HM000016,TIENDA008,1.08
2024-11-24,HM000016,TIENDA008,0.23
2024-12-01,HM000016,TIENDA008,0.0
2024-12-08,HM000016,TIENDA008,1.09
2024-12-15,HM000016,TIENDA008,1.85
2024-12-22,HM000016,TIENDA008,0.17
2024-12-29,HM000016,TIENDA008,1.77
2024-01-07,HM000016,TIENDA009,1.14
2024-01-14,HM000016,TIENDA009,1.47
2024-01-21,HM000016,TIENDA009,0.56
2024-01-28,HM000016,TIENDA009,1.68
2024-02-04,HM000016,TIENDA009,1.14
2024-02-11,HM000016,TIENDA009,1.99
2024-02-18,HM000016,TIENDA009,1.23
2024-02-25,HM000016,TIENDA009,1.2
2024-03-03,HM000016,TIENDA009,2.59
2024-03-10,HM000016,TIENDA009,0.67
2024-03-17,HM000016,TIENDA009,0.17
2024-03-24,HM000016,TIENDA009,3.17
2024-03-31,HM000016,TIENDA009,1.16
2024-04-07,HM000016,TIENDA009,1.92
2024-04-14,HM000016,TIENDA009,2.74
2024-04-21,HM000016,TIENDA009,1.15
2024-04-28,HM000016,TIENDA009,2.13
2024-05-05,HM000016,TIENDA009,1.42
2024-05-12,HM000016,TIENDA009,2.05
2024-05-19,HM000016,TIENDA009,1.9
2024-05-26,HM000016,TIENDA009,1.92
2024-06-02,HM000016,TIENDA009,1.41
2024-06-09,HM000016,TIENDA009,2.25
2024-06-16,HM000016,TIENDA009,0.85
2024-06-23,HM000016,TIENDA009,1.16
2024-06-30,HM000016,TIENDA009,0.26
2024-07-07,HM000016,TIENDA009,1.79
2024-07-14,HM000016,TIENDA009,2.13
2024-07-21,HM000016,TIENDA009,1.92
2024-07-28,HM000016,TIENDA009,1.2
2024-08-04,HM000016,TIENDA009,1.22
2024-08-11,HM000016,TIENDA009,2.76
2024-08-18,HM000016,TIENDA009,1.31
2024-08-25,HM000016,TIENDA009,0.53
2024-09-01,HM000016,TIENDA009,2.19
2024-09-08,HM000016,TIENDA009,0.73
2024-09-15,HM000016,TIENDA009,1.0
2024-09-22,HM000016,TIENDA009,1.98
2024-09-29,HM000016,TIENDA009,0.0
2024-10-06,HM000016,TIENDA009,3.48
2024-10-13,HM000016,TIENDA009,2.09
2024-10-20,HM000016,TIENDA009,1.56
2024-10-27,HM000016,TIENDA009,0.9
2024-11-03,HM000016,TIENDA009,1.8
2024-11-10,HM000016,TIENDA009,1.22
2024-11-17,HM000016,TIENDA009,2.59
2024-11-24,HM000016,TIENDA009,1.24
2024-12-01,HM000016,TIENDA009,1.05
2024-12-08,HM000016,TIENDA009,1.29
2024-12-15,HM000016,TIENDA009,1.03
2024-12-22,HM000016,TIENDA009,1.8
2024-12-29,HM000016,TIENDA009,0.7
2024-01-07,HM000016,TIENDA010,2.19
2024-01-14,HM000016,TIENDA010,2.65
2024-01-21,HM000016,TIENDA010,2.11
2024-01-28,HM000016,TIENDA010,0.24
2024-02-04,HM000016,TIENDA010,1.22
2024-02-11,HM000016,TIENDA010,2.55
2024-02-18,HM000016,TIENDA010,1.94
2024-02-25,HM000016,TIENDA010,0.62
2024-03-03,HM000016,TIENDA010,1.44
2024-03-10,HM000016,TIENDA010,0.72
2024-03-17,HM000016,TIENDA010,1.38
2024-03-24,HM000016,TIENDA010,1.34
