sku,tienda,fecha_predicha,semana_a_futuro,prediccion_ARIMA
HM000017,TIENDA008,2025-01-26,5,1.61
HM000017,TIENDA008,2025-02-02,6,1.61
HM000017,TIENDA008,2025-02-09,7,1.61
HM000017,TIENDA008,2025-02-16,8,1.61
HM000017,TIENDA009,2024-12-29,1,1.52
HM000017,TIENDA009,2025-01-05,2,1.51
HM000017,TIENDA009,2025-01-12,3,1.51
HM000017,TIENDA009,2025-01-19,4,1.51
HM000017,TIENDA009,2025-01-26,5,1.51
HM000017,TIENDA009,2025-02-02,6,1.51
HM000017,TIENDA009,2025-02-09,7,1.51
HM000017,TIENDA009,2025-02-16,8,1.51
HM000017,TIENDA010,2024-12-29,1,1.75
HM000017,TIENDA010,2025-01-05,2,1.78
HM000017,TIENDA010,2025-01-12,3,1.78
HM000017,TIENDA010,2025-01-19,4,1.78
HM000017,TIENDA010,2025-01-26,5,1.78
HM000017,TIENDA010,2025-02-02,6,1.78
HM000017,TIENDA010,2025-02-09,7,1.78
HM000017,TIENDA010,2025-02-16,8,1.78
HM000018,TIENDA001,2024-12-29,1,1.53
HM000018,TIENDA001,2025-01-05,2,1.44
HM000018,TIENDA001,2025-01-12,3,1.44
HM000018,TIENDA001,2025-01-19,4,1.44
HM000018,TIENDA001,2025-01-26,5,1.44
HM000018,TIENDA001,2025-02-02,6,1.44
HM000018,TIENDA001,2025-02-09,7,1.44
HM000018,TIENDA001,2025-02-16,8,1.44
HM000018,TIENDA002,2024-12-29,1,1.8
HM000018,TIENDA002,2025-01-05,2,1.76
HM000018,TIENDA002,2025-01-12,3,1.76
HM000018,TIENDA002,2025-01-19,4,1.76
HM000018,TIENDA002,2025-01-26,5,1.76
HM000018,TIENDA002,2025-02-02,6,1.76
HM000018,TIENDA002,2025-02-09,7,1.76
HM000018,TIENDA002,2025-02-16,8,1.76
HM000018,TIENDA003,2024-12-29,1,1.25
HM000018,TIENDA003,2025-01-05,2,1.16
HM000018,TIENDA003,2025-01-12,3,1.17
HM000018,TIENDA003,2025-01-19,4,1.17
HM000018,TIENDA003,2025-01-26,5,1.17
HM000018,TIENDA003,2025-02-02,6,1.17
HM000018,TIENDA003,2025-02-09,7,1.17
HM000018,TIENDA003,2025-02-16,8,1.17
HM000018,TIENDA004,2024-12-29,1,1.85
HM000018,TIENDA004,2025-01-05,2,1.78
HM000018,TIENDA004,2025-01-12,3,1.77
HM000018,TIENDA004,2025-01-19,4,1.77
HM000018,TIENDA004,2025-01-26,5,1.77
HM000018,TIENDA004,2025-02-02,6,1.77
HM000018,TIENDA004,2025-02-09,7,1.77
HM000018,TIENDA004,2025-02-16,8,1.77
HM000018,TIENDA005,2024-12-29,1,2.0
HM000018,TIENDA005,2025-01-05,2,1.75
HM000018,TIENDA005,2025-01-12,3,1.78
HM000018,TIENDA005,2025-01-19,4,1.78
HM000018,TIENDA005,2025-01-26,5,1.78
HM000018,TIENDA005,2025-02-02,6,1.78
HM000018,TIENDA005,2025-02-09,7,1.78
HM000018,TIENDA005,2025-02-16,8,1.78
HM000018,TIENDA006,2024-12-29,1,1.61
HM000018,TIENDA006,2025-01-05,2,1.55
HM000018,TIENDA006,2025-01-12,3,1.55
HM000018,TIENDA006,2025-01-19,4,1.55
HM000018,TIENDA006,2025-01-26,5,1.55
HM000018,TIENDA006,2025-02-02,6,1.55
HM000018,TIENDA006,2025-02-09,7,1.55
HM000018,TIENDA006,2025-02-16,8,1.55
HM000018,TIENDA007,2024-12-29,1,1.68
HM000018,TIENDA007,2025-01-05,2,1.6
HM000018,TIENDA007,2025-01-12,3,1.61
HM000018,TIENDA007,2025-01-19,4,1.61
HM000018,TIENDA007,2025-01-26,5,1.61
HM000018,TIENDA007,2025-02-02,6,1.61
HM000018,TIENDA007,2025-02-09,7,1.61
HM000018,TIENDA007,2025-02-16,8,1.61
HM000018,TIENDA008,2024-12-29,1,1.64
HM000018,TIENDA008,2025-01-05,2,1.62
HM000018,TIENDA008,2025-01-12,3,1.62
HM000018,TIENDA008,2025-01-19,4,1.62
HM000018,TIENDA008,2025-01-26,5,1.62
HM000018,TIENDA008,2025-02-02,6,1.62
HM000018,TIENDA008,2025-02-09,7,1.62
HM000018,TIENDA008,2025-02-16,8,1.62
HM000018,TIENDA009,2024-12-29,1,1.96
HM000018,TIENDA009,2025-01-05,2,1.96
HM000018,TIENDA009,2025-01-12,3,1.96
HM000018,TIENDA009,2025-01-19,4,1.96
HM000018,TIENDA009,2025-01-26,5,1.96
HM000018,TIENDA009,2025-02-02,6,1.96
HM000018,TIENDA009,2025-02-09,7,1.96
HM000018,TIENDA009,2025-02-16,8,1.96
HM000018,TIENDA010,2024-12-29,1,2.17
HM000018,TIENDA010,2025-01-05,2,2.14
HM000018,TIENDA010,2025-01-12,3,2.14
HM000018,TIENDA010,2025-01-19,4,2.14
HM000018,TIENDA010,2025-01-26,5,2.14
HM000018,TIENDA010,2025-02-02,6,2.14
HM000018,TIENDA010,2025-02-09,7,2.14
HM000018,TIENDA010,2025-02-16,8,2.14
HM000019,TIENDA001,2024-12-29,1,1.77
HM000019,TIENDA001,2025-01-05,2,1.59
HM000019,TIENDA001,2025-01-12,3,1.61
HM000019,TIENDA001,2025-01-19,4,1.61
HM000019,TIENDA001,2025-01-26,5,1.61
HM000019,TIENDA001,2025-02-02,6,1.61
HM000019,TIENDA001,2025-02-09,7,1.61
HM000019,TIENDA001,2025-02-16,8,1.61
HM000019,TIENDA002,2024-12-29,1,1.73
HM000019,TIENDA002,2025-01-05,2,1.77
HM000019,TIENDA002,2025-01-12,3,1.76
HM000019,TIENDA002,2025-01-19,4,1.76
HM000019,TIENDA002,2025-01-26,5,1.76
HM000019,TIENDA002,2025-02-02,6,1.76
HM000019,TIENDA002,2025-02-09,7,1.76
HM000019,TIENDA002,2025-02-16,8,1.76
HM000019,TIENDA003,2024-12-29,1,1.49
HM000019,TIENDA003,2025-01-05,2,1.57
HM000019,TIENDA003,2025-01-12,3,1.58
HM000019,TIENDA003,2025-01-19,4,1.58
HM000019,TIENDA003,2025-01-26,5,1.58
HM000019,TIENDA003,2025-02-02,6,1.58
HM000019,TIENDA003,2025-02-09,7,1.58
HM000019,TIENDA003,2025-02-16,8,1.58
HM000019,TIENDA004,2024-12-29,1,1.53
HM000019,TIENDA004,2025-01-05,2,1.5
HM000019,TIENDA004,2025-01-12,3,1.51
HM000019,TIENDA004,2025-01-19,4,1.5
HM000019,TIENDA004,2025-01-26,5,1.5
HM000019,TIENDA004,2025-02-02,6,1.5
HM000019,TIENDA004,2025-02-09,7,1.5
HM000019,TIENDA004,2025-02-16,8,1.5
HM000019,TIENDA005,2024-12-29,1,1.63
HM000019,TIENDA005,2025-01-05,2,1.63
HM000019,TIENDA005,2025-01-12,3,1.63
HM000019,TIENDA005,2025-01-19,4,1.63
HM000019,TIENDA005,2025-01-26,5,1.63
HM000019,TIENDA005,2025-02-02,6,1.63
HM000019,TIENDA005,2025-02-09,7,1.63
HM000019,TIENDA005,2025-02-16,8,1.63
HM000019,TIENDA006,2024-12-29,1,1.51
HM000019,TIENDA006,2025-01-05,2,1.44
HM000019,TIENDA006,2025-01-12,3,1.43
HM000019,TIENDA006,2025-01-19,4,1.43
HM000019,TIENDA006,2025-01-26,5,1.43
HM000019,TIENDA006,2025-02-02,6,1.43
HM000019,TIENDA006,2025-02-09,7,1.43
HM000019,TIENDA006,2025-02-16,8,1.43
HM000019,TIENDA007,2024-12-29,1,1.77
HM000019,TIENDA007,2025-01-05,2,1.76
HM000019,TIENDA007,2025-01-12,3,1.76
HM000019,TIENDA007,2025-01-19,4,1.76
HM000019,TIENDA007,2025-01-26,5,1.76
HM000019,TIENDA007,2025-02-02,6,1.76
HM000019,TIENDA007,2025-02-09,7,1.76
HM000019,TIENDA007,2025-02-16,8,1.76
HM000019,TIENDA008,2024-12-29,1,1.82
HM000019,TIENDA008,2025-01-05,2,1.65
HM000019,TIENDA008,2025-01-12,3,1.66
HM000019,TIENDA008,2025-01-19,4,1.66
HM000019,TIENDA008,2025-01-26,5,1.66
HM000019,TIENDA008,2025-02-02,6,1.66
HM000019,TIENDA008,2025-02-09,7,1.66
HM000019,TIENDA008,2025-02-16,8,1.66
HM000019,TIENDA009,2024-12-29,1,1.38
HM000019,TIENDA009,2025-01-05,2,1.34
HM000019,TIENDA009,2025-01-12,3,1.34
HM000019,TIENDA009,2025-01-19,4,1.34
HM000019,TIENDA009,2025-01-26,5,1.34
HM000019,TIENDA009,2025-02-02,6,1.34
HM000019,TIENDA009,2025-02-09,7,1.34
HM000019,TIENDA009,2025-02-16,8,1.34
HM000019,TIENDA010,2024-12-29,1,1.65
HM000019,TIENDA010,2025-01-05,2,1.48
HM000019,TIENDA010,2025-01-12,3,1.51
HM000019,TIENDA010,2025-01-19,4,1.5
HM000019,TIENDA010,2025-01-26,5,1.5
HM000019,TIENDA010,2025-02-02,6,1.5
HM000019,TIENDA010,2025-02-09,7,1.5
HM000019,TIENDA010,2025-02-16,8,1.5
HM000020,TIENDA001,2024-12-29,1,0.68
HM000020,TIENDA001,2025-01-05,2,0.6
HM000020,TIENDA001,2025-01-12,3,0.62
HM000020,TIENDA001,2025-01-19,4,0.61
HM000020,TIENDA001,2025-01-26,5,0.62
HM000020,TIENDA001,2025-02-02,6,0.61
HM000020,TIENDA001,2025-02-09,7,0.61
HM000020,TIENDA001,2025-02-16,8,0.61
HM000020,TIENDA002,2024-12-29,1,1.91
HM000020,TIENDA002,2025-01-05,2,1.9
HM000020,TIENDA002,2025-01-12,3,1.9
HM000020,TIENDA002,2025-01-19,4,1.9
HM000020,TIENDA002,2025-01-26,5,1.9
HM000020,TIENDA002,2025-02-02,6,1.9
HM000020,TIENDA002,2025-02-09,7,1.9
HM000020,TIENDA002,2025-02-16,8,1.9
HM000020,TIENDA003,2024-12-29,1,1.87
HM000020,TIENDA003,2025-01-05,2,1.76
HM000020,TIENDA003,2025-01-12,3,1.77
HM000020,TIENDA003,2025-01-19,4,1.77
HM000020,TIENDA003,2025-01-26,5,1.77
HM000020,TIENDA003,2025-02-02,6,1.77
HM000020,TIENDA003,2025-02-09,7,1.77
HM000020,TIENDA003,2025-02-16,8,1.77
HM000020,TIENDA004,2024-12-29,1,1.96
HM000020,TIENDA004,2025-01-05,2,1.7
HM000020,TIENDA004,2025-01-12,3,1.6
HM000020,TIENDA004,2025-01-19,4,1.56
HM000020,TIENDA004,2025-01-26,5,1.54
HM000020,TIENDA004,2025-02-02,6,1.53
HM000020,TIENDA004,2025-02-09,7,1.53
HM000020,TIENDA004,2025-02-16,8,1.53
HM000020,TIENDA005,2024-12-29,1,1.93
HM000020,TIENDA005,2025-01-05,2,1.78
HM000020,TIENDA005,2025-01-12,3,1.77
HM000020,TIENDA005,2025-01-19,4,1.77
HM000020,TIENDA005,2025-01-26,5,1.77
HM000020,TIENDA005,2025-02-02,6,1.77
HM000020,TIENDA005,2025-02-09,7,1.77
HM000020,TIENDA005,2025-02-16,8,1.77
HM000020,TIENDA006,2024-12-29,1,1.91
HM000020,TIENDA006,2025-01-05,2,1.8
HM000020,TIENDA006,2025-01-12,3,1.81
HM000020,TIENDA006,2025-01-19,4,1.81
HM000020,TIENDA006,2025-01-26,5,1.81
HM000020,TIENDA006,2025-02-02,6,1.81
HM000020,TIENDA006,2025-02-09,7,1.81
HM000020,TIENDA006,2025-02-16,8,1.81
HM000020,TIENDA007,2024-12-29,1,1.61
HM000020,TIENDA007,2025-01-05,2,1.61
HM000020,TIENDA007,2025-01-12,3,1.61
HM000020,TIENDA007,2025-01-19,4,1.61
HM000020,TIENDA007,2025-01-26,5,1.61
HM000020,TIENDA007,2025-02-02,6,1.61
HM000020,TIENDA007,2025-02-09,7,1.61
HM000020,TIENDA007,2025-02-16,8,1.61
HM000020,TIENDA008,2024-12-29,1,2.05
HM000020,TIENDA008,2025-01-05,2,2.01
HM000020,TIENDA008,2025-01-12,3,2.01
HM000020,TIENDA008,2025-01-19,4,2.01
HM000020,TIENDA008,2025-01-26,5,2.01
HM000020,TIENDA008,2025-02-02,6,2.01
HM000020,TIENDA008,2025-02-09,7,2.01
HM000020,TIENDA008,2025-02-16,8,2.01
HM000020,TIENDA009,2024-12-29,1,1.39
HM000020,TIENDA009,2025-01-05,2,1.44
HM000020,TIENDA009,2025-01-12,3,1.44
HM000020,TIENDA009,2025-01-19,4,1.44
HM000020,TIENDA009,2025-01-26,5,1.44
HM000020,TIENDA009,2025-02-02,6,1.44
HM000020,TIENDA009,2025-02-09,7,1.44
HM000020,TIENDA009,2025-02-16,8,1.44
HM000020,TIENDA010,2024-12-29,1,2.05
HM000020,TIENDA010,2025-01-05,2,1.93
HM000020,TIENDA010,2025-01-12,3,1.95
HM000020,TIENDA010,2025-01-19,4,1.95
HM000020,TIENDA010,2025-01-26,5,1.95
HM000020,TIENDA010,2025-02-02,6,1.95
HM000020,TIENDA010,2025-02-09,7,1.95
HM000020,TIENDA010,2025-02-16,8,1.95
HM000021,TIENDA001,2024-12-29,1,1.29
HM000021,TIENDA001,2025-01-05,2,1.55
HM000021,TIENDA001,2025-01-12,3,1.61
HM000021,TIENDA001,2025-01-19,4,1.62
HM000021,TIENDA001,2025-01-26,5,1.62
HM000021,TIENDA001,2025-02-02,6,1.62
HM000021,TIENDA001,2025-02-09,7,1.62
HM000021,TIENDA001,2025-02-16,8,1.62
HM000021,TIENDA002,2024-12-29,1,1.99
HM000021,TIENDA002,2025-01-05,2,2.0
HM000021,TIENDA002,2025-01-12,3,2.0
HM000021,TIENDA002,2025-01-19,4,2.0
HM000021,TIENDA002,2025-01-26,5,2.0
HM000021,TIENDA002,2025-02-02,6,2.0
HM000021,TIENDA002,2025-02-09,7,2.0
HM000021,TIENDA002,2025-02-16,8,2.0
HM000021,TIENDA003,2024-12-29,1,1.46
HM000021,TIENDA003,2025-01-05,2,1.49
HM000021,TIENDA003,2025-01-12,3,1.49
HM000021,TIENDA003,2025-01-19,4,1.49
HM000021,TIENDA003,2025-01-26,5,1.49
HM000021,TIENDA003,2025-02-02,6,1.49
HM000021,TIENDA003,2025-02-09,7,1.49
HM000021,TIENDA003,2025-02-16,8,1.49
HM000021,TIENDA004,2024-12-29,1,1.81
HM000021,TIENDA004,2025-01-05,2,1.69
HM000021,TIENDA004,2025-01-12,3,1.7
HM000021,TIENDA004,2025-01-19,4,1.7
HM000021,TIENDA004,2025-01-26,5,1.7
HM000021,TIENDA004,2025-02-02,6,1.7
HM000021,TIENDA004,2025-02-09,7,1.7
HM000021,TIENDA004,2025-02-16,8,1.7
HM000021,TIENDA005,2024-12-29,1,1.74
HM000021,TIENDA005,2025-01-05,2,1.77
HM000021,TIENDA005,2025-01-12,3,1.77
HM000021,TIENDA005,2025-01-19,4,1.77
HM000021,TIENDA005,2025-01-26,5,1.77
HM000021,TIENDA005,2025-02-02,6,1.77
HM000021,TIENDA005,2025-02-09,7,1.77
HM000021,TIENDA005,2025-02-16,8,1.77
HM000021,TIENDA006,2024-12-29,1,1.88
HM000021,TIENDA006,2025-01-05,2,1.88
HM000021,TIENDA006,2025-01-12,3,1.88
HM000021,TIENDA006,2025-01-19,4,1.88
HM000021,TIENDA006,2025-01-26,5,1.88
HM000021,TIENDA006,2025-02-02,6,1.88
HM000021,TIENDA006,2025-02-09,7,1.88
HM000021,TIENDA006,2025-02-16,8,1.88
HM000021,TIENDA007,2024-12-29,1,1.73
HM000021,TIENDA007,2025-01-05,2,1.75
HM000021,TIENDA007,2025-01-12,3,1.75
HM000021,TIENDA007,2025-01-19,4,1.75
HM000021,TIENDA007,2025-01-26,5,1.75
HM000021,TIENDA007,2025-02-02,6,1.75
HM000021,TIENDA007,2025-02-09,7,1.75
HM000021,TIENDA007,2025-02-16,8,1.75
HM000021,TIENDA008,2024-12-29,1,2.27
HM000021,TIENDA008,2025-01-05,2,1.62
HM000021,TIENDA008,2025-01-12,3,1.81
HM000021,TIENDA008,2025-01-19,4,1.76
HM000021,TIENDA008,2025-01-26,5,1.77
HM000021,TIENDA008,2025-02-02,6,1.77
HM000021,TIENDA008,2025-02-09,7,1.77
HM000021,TIENDA008,2025-02-16,8,1.77
HM000021,TIENDA009,2024-12-29,1,1.52
HM000021,TIENDA009,2025-01-05,2,1.57
HM000021,TIENDA009,2025-01-12,3,1.56
HM000021,TIENDA009,2025-01-19,4,1.56
HM000021,TIENDA009,2025-01-26,5,1.56
HM000021,TIENDA009,2025-02-02,6,1.56
HM000021,TIENDA009,2025-02-09,7,1.56
HM000021,TIENDA009,2025-02-16,8,1.56
HM000021,TIENDA010,2024-12-29,1,1.56
HM000021,TIENDA010,2025-01-05,2,1.55
HM000021,TIENDA010,2025-01-12,3,1.55
HM000021,TIENDA010,2025-01-19,4,1.55
HM000021,TIENDA010,2025-01-26,5,1.55
HM000021,TIENDA010,2025-02-02,6,1.55
HM000021,TIENDA010,2025-02-09,7,1.55
HM000021,TIENDA010,2025-02-16,8,1.55
HM000022,TIENDA001,2024-12-29,1,1.69
HM000022,TIENDA001,2025-01-05,2,1.65
HM000022,TIENDA001,2025-01-12,3,1.66
HM000022,TIENDA001,2025-01-19,4,1.66
HM000022,TIENDA001,2025-01-26,5,1.66
HM000022,TIENDA001,2025-02-02,6,1.66
HM000022,TIENDA001,2025-02-09,7,1.66
HM000022,TIENDA001,2025-02-16,8,1.66
HM000022,TIENDA002,2024-12-29,1,1.74
HM000022,TIENDA002,2025-01-05,2,1.71
HM000022,TIENDA002,2025-01-12,3,1.71
HM000022,TIENDA002,2025-01-19,4,1.71
HM000022,TIENDA002,2025-01-26,5,1.71
HM000022,TIENDA002,2025-02-02,6,1.71
HM000022,TIENDA002,2025-02-09,7,1.71
HM000022,TIENDA002,2025-02-16,8,1.71
HM000022,TIENDA003,2024-12-29,1,1.48
HM000022,TIENDA003,2025-01-05,2,1.43
HM000022,TIENDA003,2025-01-12,3,1.43
HM000022,TIENDA003,2025-01-19,4,1.43
HM000022,TIENDA003,2025-01-26,5,1.43
HM000022,TIENDA003,2025-02-02,6,1.43
HM000022,TIENDA003,2025-02-09,7,1.43
HM000022,TIENDA003,2025-02-16,8,1.43
HM000022,TIENDA004,2024-12-29,1,1.76
HM000022,TIENDA004,2025-01-05,2,1.65
HM000022,TIENDA004,2025-01-12,3,1.66
HM000022,TIENDA004,2025-01-19,4,1.66
HM000022,TIENDA004,2025-01-26,5,1.66
HM000022,TIENDA004,2025-02-02,6,1.66
HM000022,TIENDA004,2025-02-09,7,1.66
HM000022,TIENDA004,2025-02-16,8,1.66
HM000022,TIENDA005,2024-12-29,1,1.41
HM000022,TIENDA005,2025-01-05,2,1.55
HM000022,TIENDA005,2025-01-12,3,1.57
HM000022,TIENDA005,2025-01-19,4,1.57
HM000022,TIENDA005,2025-01-26,5,1.57
HM000022,TIENDA005,2025-02-02,6,1.57
HM000022,TIENDA005,2025-02-09,7,1.57
HM000022,TIENDA005,2025-02-16,8,1.57
HM000022,TIENDA006,2024-12-29,1,1.4
HM000022,TIENDA006,2025-01-05,2,1.2
HM000022,TIENDA006,2025-01-12,3,1.23
HM000022,TIENDA006,2025-01-19,4,1.23
HM000022,TIENDA006,2025-01-26,5,1.23
HM000022,TIENDA006,2025-02-02,6,1.23
HM000022,TIENDA006,2025-02-09,7,1.23
HM000022,TIENDA006,2025-02-16,8,1.23
HM000022,TIENDA007,2024-12-29,1,2.04
HM000022,TIENDA007,2025-01-05,2,2.01
HM000022,TIENDA007,2025-01-12,3,2.01
HM000022,TIENDA007,2025-01-19,4,2.01
HM000022,TIENDA007,2025-01-26,5,2.01
HM000022,TIENDA007,2025-02-02,6,2.01
HM000022,TIENDA007,2025-02-09,7,2.01
HM000022,TIENDA007,2025-02-16,8,2.01
HM000022,TIENDA008,2024-12-29,1,1.72
HM000022,TIENDA008,2025-01-05,2,1.74
HM000022,TIENDA008,2025-01-12,3,1.75
HM000022,TIENDA008,2025-01-19,4,1.75
HM000022,TIENDA008,2025-01-26,5,1.75
HM000022,TIENDA008,2025-02-02,6,1.75
HM000022,TIENDA008,2025-02-09,7,1.75
HM000022,TIENDA008,2025-02-16,8,1.75
HM000022,TIENDA009,2024-12-29,1,1.93
HM000022,TIENDA009,2025-01-05,2,1.94
HM000022,TIENDA009,2025-01-12,3,1.94
HM000022,TIENDA009,2025-01-19,4,1.94
HM000022,TIENDA009,2025-01-26,5,1.94
HM000022,TIENDA009,2025-02-02,6,1.94
HM000022,TIENDA009,2025-02-09,7,1.94
HM000022,TIENDA009,2025-02-16,8,1.94
HM000022,TIENDA010,2024-12-29,1,1.99
HM000022,TIENDA010,2025-01-05,2,1.97
HM000022,TIENDA010,2025-01-12,3,1.97
HM000022,TIENDA010,2025-01-19,4,1.97
HM000022,TIENDA010,2025-01-26,5,1.97
HM000022,TIENDA010,2025-02-02,6,1.97
HM000022,TIENDA010,2025-02-09,7,1.97
HM000022,TIENDA010,2025-02-16,8,1.97
HM000023,TIENDA001,2024-12-29,1,1.82
HM000023,TIENDA001,2025-01-05,2,1.44
HM000023,TIENDA001,2025-01-12,3,1.54
HM000023,TIENDA001,2025-01-19,4,1.52
HM000023,TIENDA001,2025-01-26,5,1.52
HM000023,TIENDA001,2025-02-02,6,1.52
HM000023,TIENDA001,2025-02-09,7,1.52
HM000023,TIENDA001,2025-02-16,8,1.52
HM000023,TIENDA002,2024-12-29,1,1.42
HM000023,TIENDA002,2025-01-05,2,1.56
HM000023,TIENDA002,2025-01-12,3,1.58
HM000023,TIENDA002,2025-01-19,4,1.58
HM000023,TIENDA002,2025-01-26,5,1.58
HM000023,TIENDA002,2025-02-02,6,1.58
HM000023,TIENDA002,2025-02-09,7,1.58
HM000023,TIENDA002,2025-02-16,8,1.58
HM000023,TIENDA003,2024-12-29,1,0.49
HM000023,TIENDA003,2025-01-05,2,0.75
HM000023,TIENDA003,2025-01-12,3,0.62
HM000023,TIENDA003,2025-01-19,4,0.68
HM000023,TIENDA003,2025-01-26,5,0.65
HM000023,TIENDA003,2025-02-02,6,0.67
HM000023,TIENDA003,2025-02-09,7,0.66
HM000023,TIENDA003,2025-02-16,8,0.66
HM000023,TIENDA004,2024-12-29,1,1.59
HM000023,TIENDA004,2025-01-05,2,1.63
HM000023,TIENDA004,2025-01-12,3,1.63
HM000023,TIENDA004,2025-01-19,4,1.63
HM000023,TIENDA004,2025-01-26,5,1.63
HM000023,TIENDA004,2025-02-02,6,1.63
HM000023,TIENDA004,2025-02-09,7,1.63
HM000023,TIENDA004,2025-02-16,8,1.63
HM000023,TIENDA005,2024-12-29,1,2.08
HM000023,TIENDA005,2025-01-05,2,1.86
HM000023,TIENDA005,2025-01-12,3,1.9
HM000023,TIENDA005,2025-01-19,4,1.89
HM000023,TIENDA005,2025-01-26,5,1.89
HM000023,TIENDA005,2025-02-02,6,1.89
HM000023,TIENDA005,2025-02-09,7,1.89
HM000023,TIENDA005,2025-02-16,8,1.89
HM000023,TIENDA006,2024-12-29,1,1.8
HM000023,TIENDA006,2025-01-05,2,1.85
HM000023,TIENDA006,2025-01-12,3,1.86
HM000023,TIENDA006,2025-01-19,4,1.86
HM000023,TIENDA006,2025-01-26,5,1.86
HM000023,TIENDA006,2025-02-02,6,1.86
HM000023,TIENDA006,2025-02-09,7,1.86
HM000023,TIENDA006,2025-02-16,8,1.86
HM000023,TIENDA007,2024-12-29,1,1.64
HM000023,TIENDA007,2025-01-05,2,1.8
HM000023,TIENDA007,2025-01-12,3,1.82
HM000023,TIENDA007,2025-01-19,4,1.83
HM000023,TIENDA007,2025-01-26,5,1.83
HM000023,TIENDA007,2025-02-02,6,1.83
HM000023,TIENDA007,2025-02-09,7,1.83
HM000023,TIENDA007,2025-02-16,8,1.83
HM000023,TIENDA008,2024-12-29,1,1.71
HM000023,TIENDA008,2025-01-05,2,1.62
HM000023,TIENDA008,2025-01-12,3,1.63
HM000023,TIENDA008,2025-01-19,4,1.63
HM000023,TIENDA008,2025-01-26,5,1.63
HM000023,TIENDA008,2025-02-02,6,1.63
HM000023,TIENDA008,2025-02-09,7,1.63
HM000023,TIENDA008,2025-02-16,8,1.63
HM000023,TIENDA009,2024-12-29,1,1.94
HM000023,TIENDA009,2025-01-05,2,1.48
HM000023,TIENDA009,2025-01-12,3,1.59
HM000023,TIENDA009,2025-01-19,4,1.56
HM000023,TIENDA009,2025-01-26,5,1.57
HM000023,TIENDA009,2025-02-02,6,1.57
HM000023,TIENDA009,2025-02-09,7,1.57
HM000023,TIENDA009,2025-02-16,8,1.57
HM000023,TIENDA010,2024-12-29,1,1.23
HM000023,TIENDA010,2025-01-05,2,1.23
HM000023,TIENDA010,2025-01-12,3,1.23
HM000023,TIENDA010,2025-01-19,4,1.23
HM000023,TIENDA010,2025-01-26,5,1.23
HM000023,TIENDA010,2025-02-02,6,1.23
HM000023,TIENDA010,2025-02-09,7,1.23
HM000023,TIENDA010,2025-02-16,8,1.23
HM000024,TIENDA001,2024-12-29,1,1.43
HM000024,TIENDA001,2025-01-05,2,1.86
HM000024,TIENDA001,2025-01-12,3,1.8
HM000024,TIENDA001,2025-01-19,4,1.8
HM000024,TIENDA001,2025-01-26,5,1.8
HM000024,TIENDA001,2025-02-02,6,1.8
HM000024,TIENDA001,2025-02-09,7,1.8
HM000024,TIENDA001,2025-02-16,8,1.8
HM000024,TIENDA002,2024-12-29,1,1.73
HM000024,TIENDA002,2025-01-05,2,2.06
HM000024,TIENDA002,2025-01-12,3,2.02
HM000024,TIENDA002,2025-01-19,4,2.03
HM000024,TIENDA002,2025-01-26,5,2.03
HM000024,TIENDA002,2025-02-02,6,2.03
HM000024,TIENDA002,2025-02-09,7,2.03
HM000024,TIENDA002,2025-02-16,8,2.03
HM000024,TIENDA003,2024-12-29,1,1.69
HM000024,TIENDA003,2025-01-05,2,1.68
HM000024,TIENDA003,2025-01-12,3,1.68
HM000024,TIENDA003,2025-01-19,4,1.68
HM000024,TIENDA003,2025-01-26,5,1.68
HM000024,TIENDA003,2025-02-02,6,1.68
HM000024,TIENDA003,2025-02-09,7,1.68
HM000024,TIENDA003,2025-02-16,8,1.68
HM000024,TIENDA004,2024-12-29,1,2.14
HM000024,TIENDA004,2025-01-05,2,2.07
HM000024,TIENDA004,2025-01-12,3,2.09
HM000024,TIENDA004,2025-01-19,4,2.08
HM000024,TIENDA004,2025-01-26,5,2.08
HM000024,TIENDA004,2025-02-02,6,2.08
HM000024,TIENDA004,2025-02-09,7,2.08
HM000024,TIENDA004,2025-02-16,8,2.08
HM000024,TIENDA005,2024-12-29,1,1.87
HM000024,TIENDA005,2025-01-05,2,1.66
HM000024,TIENDA005,2025-01-12,3,1.69
HM000024,TIENDA005,2025-01-19,4,1.68
HM000024,TIENDA005,2025-01-26,5,1.68
HM000024,TIENDA005,2025-02-02,6,1.68
HM000024,TIENDA005,2025-02-09,7,1.68
HM000024,TIENDA005,2025-02-16,8,1.68
HM000024,TIENDA006,2024-12-29,1,1.38
HM000024,TIENDA006,2025-01-05,2,1.44
HM000024,TIENDA006,2025-01-12,3,1.45
HM000024,TIENDA006,2025-01-19,4,1.45
HM000024,TIENDA006,2025-01-26,5,1.45
HM000024,TIENDA006,2025-02-02,6,1.45
HM000024,TIENDA006,2025-02-09,7,1.45
HM000024,TIENDA006,2025-02-16,8,1.45
HM000024,TIENDA007,2024-12-29,1,1.78
HM000024,TIENDA007,2025-01-05,2,1.66
HM000024,TIENDA007,2025-01-12,3,1.69
HM000024,TIENDA007,2025-01-19,4,1.68
HM000024,TIENDA007,2025-01-26,5,1.69
HM000024,TIENDA007,2025-02-02,6,1.68
HM000024,TIENDA007,2025-02-09,7,1.68
HM000024,TIENDA007,2025-02-16,8,1.68
HM000024,TIENDA008,2024-12-29,1,1.67
HM000024,TIENDA008,2025-01-05,2,1.69
